motif,0
MA0002.3_Runx1,317.0
MA0003.5_TFAP2A,956.0
MA0004.1_Arnt,314.0
MA0006.2_Ahr::Arnt,430.0
MA0007.4_Ar,129.0
MA0009.2_TBXT,61.0
MA0014.4_PAX5,424.0
MA0017.3_NR2F1,343.0
MA0018.5_CREB1,243.0
MA0019.2_Ddit3::Cebpa,167.0
MA0024.3_E2F1,428.0
MA0025.3_NFIL3,143.0
MA0027.3_EN1,139.0
MA0028.3_ELK1,818.0
MA0029.2_Mecom,123.0
MA0030.2_FOXF2,134.0
MA0031.2_FOXD1,83.0
MA0032.2_FOXC1,119.0
MA0033.2_FOXL1,121.0
MA0035.5_GATA1,107.0
MA0036.4_GATA2,131.0
MA0037.5_Gata3,156.0
MA0038.3_GFI1,183.0
MA0039.5_KLF4,1594.0
MA0040.2_Foxq1,126.0
MA0041.3_FOXD3,108.0
MA0042.2_FOXI1,152.0
MA0043.4_HLF,131.0
MA0046.3_HNF1A,133.0
MA0047.4_FOXA2,93.0
MA0048.3_NHLH1,430.0
MA0050.4_Irf1,363.0
MA0051.2_IRF2,274.0
MA0052.5_MEF2A,114.0
MA0056.3_MZF1,324.0
MA0058.4_MAX,357.0
MA0059.2_MAX::MYC,332.0
MA0060.4_NFYA,259.0
MA0062.4_GABPA,775.0
MA0063.3_NKX2-5,150.0
MA0065.3_Pparg::Rxra,594.0
MA0066.2_PPARG,160.0
MA0067.3_PAX2,339.0
MA0068.2_PAX4,58.0
MA0069.1_PAX6,186.0
MA0070.2_PBX1,193.0
MA0071.1_RORA,270.0
MA0072.2_RORA,175.0
MA0073.2_RREB1,910.0
MA0074.1_RXRA::VDR,208.0
MA0075.4_PRRX2,131.0
MA0076.3_ELK4,967.0
MA0077.2_SOX9,137.0
MA0078.3_Sox17,178.0
MA0079.5_SP1,2399.0
MA0080.7_Spi1,892.0
MA0081.3_SPIB,763.0
MA0083.3_SRF,80.0
MA0084.2_SRY,121.0
MA0087.3_Sox5,153.0
MA0088.2_ZNF143,494.0
